,municipio,latitud,longitud,nombre local,categoría,dirección,distancia (m)
0,Ajalvir,40.5342302,-3.4807818,El Balcón de Quevedo,Café,"Calle Quevedo, s/n, 28860 Paracuellos de Jarama Comunidad de Madrid",4525
1,Ajalvir,40.5342302,-3.4807818,Bar Julio's,Bar,"Calle Real, 1, 28864 Ajalvir Comunidad de Madrid",257
2,Ajalvir,40.5342302,-3.4807818,O'Donnell,Café,"Calle Príncipe Felipe, 27, 28814 Daganzo de Arriba Comunidad de Madrid",2163
3,Ajalvir,40.5342302,-3.4807818,La Romeria,Night Club,"Calle Romería, 0, Km 3, 28864 Ajalvir Comunidad de Madrid",3449
4,Alcalá de Henares,40.4818396,-3.3644973,San Diego Coffee Corner,Café,"Plaza de San Diego, 3, 28801 Alcalá de Henares Comunidad de Madrid",208
5,Alcalá de Henares,40.4818396,-3.3644973,Churrería Metropoli,Café,"Calle de Santiago, 42-48, 28801 Alcalá de Henares Comunidad de Madrid",231
6,Alcalá de Henares,40.4818396,-3.3644973,Manolo Bakes Libreros,Bakery,"Calle Libreros, 24, 28801 Alcalá de Henares Comunidad de Madrid",245
7,Alcalá de Henares,40.4818396,-3.3644973,Café Continental,Café,"Calle Empecinado, 23, 28801 Alcalá de Henares Comunidad de Madrid",395
8,Alcalá de Henares,40.4818396,-3.3644973,Churrería Chocolatería Cibeles,Café,"Calle Talamanca, 29, 28807 Alcalá de Henares Comunidad de Madrid",606
9,Alcalá de Henares,40.4818396,-3.3644973,Bamby,Café,"Avenida Fuerzas Armadas, 6, Alcalá de Henares Comunidad de Madrid",139
10,Alcalá de Henares,40.4818396,-3.3644973,Las Retintas,Bar,"Plaza de los Irlandeses, 9, 28801 Alcalá de Henares Comunidad de Madrid",174
11,Alcalá de Henares,40.4818396,-3.3644973,La Morada,Bar,"Paseo del Val, 16, 28804 Alcalá de Henares Comunidad de Madrid",729
12,Alcalá de Henares,40.4818396,-3.3644973,Cafetería Puerta de Alcalá,Café,"Calle Puerta de Aguadores, 1, 28801 Alcalá de Henares Comunidad de Madrid",343
13,Alcalá de Henares,40.4818396,-3.3644973,La Celiacoteca,Café,"Calle Talamanca, 3, 28807 Alcalá de Henares Comunidad de Madrid",476
14,Alcalá de Henares,40.4818396,-3.3644973,Autocares Alonso,Bus Stop,"Calle Buenos Aires, 2, 28806 Alcalá de Henares Comunidad de Madrid",2041
15,Alcalá de Henares,40.4818396,-3.3644973,Sintonison36,Recording Studio,"Calle Francisco Alonso, 3, 28806 Alcalá de Henares Comunidad de Madrid",2369
16,Alcobendas,40.5400082,-3.6358494,Justo a Tu Gusto,Buffet,"Avenida de la Ermita, 2, 28108 Alcobendas Comunidad de Madrid",467
17,Alcobendas,40.5400082,-3.6358494,La Flor,Bar,"Calle Ruperto Chapi, 57, 28100 Alcobendas Comunidad de Madrid",1006
18,Alcobendas,40.5400082,-3.6358494,Restaurante Alcalá,Café,"Avenida España, 78, 28700 San Sebastián de los Reyes Comunidad de Madrid",897
19,Alcobendas,40.5400082,-3.6358494,Cervecería Alonso,Beer Bar,"Avenida Madrid, 50 (C. Guipúzcoa), 28701 San Sebastián de los Reyes Comunidad de Madrid",1518
20,Alcobendas,40.5400082,-3.6358494,Dolce Palatino,Café,"Calle Palas de Rey, 22, 28050 The Tables Comunidad de Madrid",4509
21,Alcobendas,40.5400082,-3.6358494,La Casita de Chocolate,Café,"Calle de Miraflores, 1, 28100 Alcobendas Comunidad de Madrid",406
22,Alcobendas,40.5400082,-3.6358494,La Cañita,Night Club,"Calle Maestro Priego Lopez, 19, 28100 Alcobendas Comunidad de Madrid",1819
23,Alcobendas,40.5400082,-3.6358494,Queen Food And Music,Café,"Calle Castiello de Jaca, 14, 28050 Madrid Comunidad de Madrid",4965
24,Alcobendas,40.5400082,-3.6358494,Vait,Café,"Avenida de Europa, 13, 28108 Alcobendas Comunidad de Madrid",2878
25,Alcobendas,40.5400082,-3.6358494,Sube y Baja,Bar,"Calle de Pablo Picasso, 56, 28100 Alcobendas Comunidad de Madrid",308
26,Alcobendas,40.5400082,-3.6358494,Linea 4,Bus Stop,"Hermanos Carrasco Garrorena, 4, 06010  Badajoz",1578
27,Alcobendas,40.5400082,-3.6358494,Conservera Bromar,Natural Park,"Avenida Antonio Machado, 81, 28700 San Sebastián de los Reyes Madrid",1949
28,Alcobendas,40.5400082,-3.6358494,Dopplermedia,Recording Studio,"Calle Valencia, 127, 28100 Alcobendas Comunidad de Madrid",1139
29,Alcobendas,40.5400082,-3.6358494,Tempo Studio Records,Recording Studio,"Carretera de Fuencarral, 44, 28108 Alcobendas Comunidad de Madrid",1336
30,Alcobendas,40.5400082,-3.6358494,Tecnison,Recording Studio,"Avenida Industria, 45, 28108 Alcobendas Madrid",1637
31,Alcobendas,40.5400082,-3.6358494,Aaa.Sonido,Recording Studio,"Paseo de Guadalajara, 98, 28701 San Sebastián de los Reyes Madrid",1916
32,Alcobendas,40.5400082,-3.6358494,Dopplermedia,Recording Studio,"Sonrisa Fuente Lucha, 4, 28100 Alcobendas Madrid",2359
33,Alcorcón,40.3492998,-3.8284295,Arasy,Café,"Calle Parque de Cabañeros, 10, 28924 Alcorcón Comunidad de Madrid",1459
34,Alcorcón,40.3492998,-3.8284295,Dunkin´España,Bakery,"Planta Baja. Avenida de America 7-9, 28922 Alcorcón Madrid",1042
35,Alcorcón,40.3492998,-3.8284295,Cafeteria maribi,Café,"Calle Espada, 9, 28921 Alcorcón Comunidad de Madrid",267
36,Alcorcón,40.3492998,-3.8284295,La Flecha,Café,"Avenida de Felipe II, 18, 28936 Móstoles Comunidad de Madrid",3557
37,Alcorcón,40.3492998,-3.8284295,Pastelería Manacor,Café,"Calle Plasencia, 67, 28935 Móstoles Comunidad de Madrid",4470
38,Alcorcón,40.3492998,-3.8284295,Pasteleria Muñoz,Bakery,"Pº Castilla, 1, 28921 Alcorcón Comunidad de Madrid",111
39,Alcorcón,40.3492998,-3.8284295,Dona Vaniri,Café,"Escuelas, 4 (Metro Alcorcon Central), 28921 Alcorcón Comunidad de Madrid",132
40,Alcorcón,40.3492998,-3.8284295,Los Artesanos del Café,Café,"Calle de las Fraguas, 5, 28921 Alcorcón Comunidad de Madrid",158
41,Alcorcón,40.3492998,-3.8284295,M & M,Café,"Calle Nueva, 3, 28921 Alcorcón Comunidad de Madrid",173
42,Alcorcón,40.3492998,-3.8284295,La Mexicana,Café,"Nueva, 2, 28921 Alcorcón Comunidad de Madrid",191
43,Alcorcón,40.3492998,-3.8284295,Autocares Garmabus,Bus Stop,"Avenida del Alcalde de Móstoles, 9, 28932 Móstoles Comunidad de Madrid",3205
44,Alcorcón,40.3492998,-3.8284295,Eternal Midnight Mastering Studio,Recording Studio,"Porto Colón, 14, 28924 Alcorcón Comunidad de Madrid",955
45,Alcorcón,40.3492998,-3.8284295,Sony Dadc Iberia,Recording Studio,"Calle de Olimpico Francisco Fernandez Ochoa, s/n, 28923 Alcorcón Madrid",1421
46,Alcorcón,40.3492998,-3.8284295,Monaguillo Records,Recording Studio,"Pintor Rosales, 6, 28932 Móstoles Madrid",3629
47,Alcorcón,40.3492998,-3.8284295,Minino Records,Recording Studio,"Calle Pintor de Rosales, 6, 28932 Móstoles Madrid",3629
48,Algete,40.5961652,-3.4974246,Cafetería Río de Janeiro,Café,"Calle Pelaya, 2, 28110 Algete Comunidad de Madrid",3892
49,Algete,40.5961652,-3.4974246,Scramble - Sound,Recording Studio,"Calle Jose Maria Peman, 30, 28110 Algete Comunidad de Madrid",1023
50,Alpedrete,40.6599005,-4.0251223,Área de Servicio Villalba - Como,Café,"Autopista Ap-6, Km 42, 28200 Collado Villalba Comunidad de Madrid",2138
51,Alpedrete,40.6599005,-4.0251223,Pasteleria-Cafeteria Candela,Bakery,"Avenida Reina Victoria, 26, 28430 Alpedrete Madrid",2387
52,Alpedrete,40.6599005,-4.0251223,Cake Factory Café,Café,"Avenida Juan Carlos I, 46, 28400 Collado Villalba Comunidad de Madrid",2982
53,Alpedrete,40.6599005,-4.0251223,Tea & Chocolat,Café,"Calle de la Batalla de Bailén, 1, 28400 Collado Villalba Comunidad de Madrid",3586
54,Alpedrete,40.6599005,-4.0251223,Aroma Pastelería Tetería,Café,"Calle Real, 33, 28400 Collado Villalba Comunidad de Madrid",3691
55,Alpedrete,40.6599005,-4.0251223,Play Coffee,Café,"Calle Azuela, 92, 28400 Collado Villalba Comunidad de Madrid",3810
56,Alpedrete,40.6599005,-4.0251223,Capricho's,Café,"Calle Real, 2, 28400 Collado Villalba Comunidad de Madrid",3843
57,Alpedrete,40.6599005,-4.0251223,Caffè.It,Café,"Calle Rafael Alberi, 7, 28400 Collado Villalba Comunidad de Madrid",4050
58,Alpedrete,40.6599005,-4.0251223,Cafetería Punto y Aparte,Café,"Avenida del Marqués de Santillana, 33, 28411 Moralzarzal Comunidad de Madrid",4533
59,Alpedrete,40.6599005,-4.0251223,Cafetería el Ladrillo,Café,"Plaza de la Fragua, 7-9, 28411 Moralzarzal Comunidad de Madrid",4950
60,Alpedrete,40.6599005,-4.0251223,Fernando Mesa,Bus Stop,"Calle del Bronce, 13, 28450 Collado Mediano Comunidad de Madrid",3041
61,Alpedrete,40.6599005,-4.0251223,Conservas Artesanas Rosara,Manufacturer,"Calle Real, 32, 28400 Collado Villalba Comunidad de Madrid",3714
62,Alpedrete,40.6599005,-4.0251223,Redestudio,Recording Studio,"Avenida Reina Victoria, 16, 28430 Alpedrete Madrid",2288
63,Alpedrete,40.6599005,-4.0251223,Redestudio,Recording Studio,"Honorio Lozano, 17, 28400 Collado Villalba Madrid",3726
64,Aranjuez,40.03221,-3.6039604,Casa Delapio,Café,"Avenida Plaza de Toros, 7, 28300 Aranjuez Comunidad de Madrid",478
65,Aranjuez,40.03221,-3.6039604,Bar Restaurante Quid,Café,"Calle Príncipe, 5, 28300 Aranjuez Comunidad de Madrid",448
66,Aranjuez,40.03221,-3.6039604,Contrapunto Cafe Jazz,Cocktail Bar,"Carretera de Andalucía, 9, 28300 Aranjuez Comunidad de Madrid",115
67,Aranjuez,40.03221,-3.6039604,Cafetería Date Un Capricho,Café,"Calle de Postas, 1, 28300 Aranjuez Comunidad de Madrid",128
68,Aranjuez,40.03221,-3.6039604,Dile Ke No,Café,"Postas, 9, 28300 Aranjuez Comunidad de Madrid",281
69,Aranjuez,40.03221,-3.6039604,Don Bocata,Café,"Calle Principe de la Paz, 8, 28300 Aranjuez Comunidad de Madrid",354
70,Aranjuez,40.03221,-3.6039604,Belle Fusion,Bar,"Calle San Antonio, 21 (San Antonio 21), 28300 Aranjuez Comunidad de Madrid",552
71,Aranjuez,40.03221,-3.6039604,Heladería Artesanal Remo,Café,"Calle Stuart, 68, 28300 Aranjuez Comunidad de Madrid",630
72,Aranjuez,40.03221,-3.6039604,Pokhara,Café,"Calle de las Moreras, 26 Bis, 28300 Aranjuez Comunidad de Madrid",767
73,Aranjuez,40.03221,-3.6039604,Cafeteria Pokhara,Café,"Calle Moreras, 38, 28300 Aranjuez Comunidad de Madrid",1220
74,Arganda del Rey,40.3007708,-3.4380688,Danebora,Café,"Carretera de Loeches, s/n, 28500 Arganda del Rey Comunidad de Madrid",341
75,Arganda del Rey,40.3007708,-3.4380688,Chocholatería Pastelería Arganda,Café,"Carretera Loeches, 7, 28500 Arganda del Rey Comunidad de Madrid",351
76,Arganda del Rey,40.3007708,-3.4380688,Cervecería Soccer,Bar,"Avenida República Argentina, 2, 28500 Arganda del Rey Comunidad de Madrid",1499
77,Arganda del Rey,40.3007708,-3.4380688,Asador Vitis,Café,"Camino San Martín de la Vega, 16, 28500 Arganda del Rey Comunidad de Madrid",1850
78,Arganda del Rey,40.3007708,-3.4380688,Pasteleria la Moderna,Bakery,"Calle Cabo de Tortosa, 1, 28500 Arganda del Rey Comunidad de Madrid",3343
79,Arganda del Rey,40.3007708,-3.4380688,Boulevard 3,Café,"Radial, 3, Madrid Comunidad de Madrid",4272
80,Arganda del Rey,40.3007708,-3.4380688,Juan y francisco camacho,Café,"Avenida Ejercito, 5, Arganda del Rey Madrid",399
81,Arganda del Rey,40.3007708,-3.4380688,Xpansion Digital,Recording Studio,"Calle Carmen Conde, 34, 28500 Arganda del Rey Madrid",415
82,Batres,40.2091393,-3.9215947,La Gloria,Café,"Calle Espejuelo, 2, 45216 Carranque Castilla-La Mancha",4792
83,Becerril de la Sierra,40.7163374,-3.9890681,Pasteleria-Cafeteria Dom-Ca,Bakery,"Paseo San Sebastián, 9, 28490 Becerril de la Sierra Comunidad de Madrid",170
84,Becerril de la Sierra,40.7163374,-3.9890681,Cafetería el Ladrillo,Café,"Plaza de la Fragua, 7-9, 28411 Moralzarzal Comunidad de Madrid",4341
85,Becerril de la Sierra,40.7163374,-3.9890681,Cafetería Punto y Aparte,Café,"Avenida del Marqués de Santillana, 33, 28411 Moralzarzal Comunidad de Madrid",4950
86,Becerril de la Sierra,40.7163374,-3.9890681,Fernando Mesa,Bus Stop,"Calle del Bronce, 13, 28450 Collado Mediano Comunidad de Madrid",4114
87,Boadilla del Monte,40.4053485,-3.8764663,Horno de Boadilla,Café,"Calle Adolfo Suárez, 15, 28660 Boadilla del Monte Comunidad de Madrid",46
88,Boadilla del Monte,40.4053485,-3.8764663,La Espuela,Café,"Avenida del Generalisimo, 3 (Jose Antonio), 28660 Boadilla del Monte Comunidad de Madrid",73
89,Boadilla del Monte,40.4053485,-3.8764663,El Perolo,Café,"Calle Aldea Fresno, 21, 28925 Alcorcón Comunidad de Madrid",3180
90,Boadilla del Monte,40.4053485,-3.8764663,Cafetería Pavione,Café,"Calle del Valle del Sella, 2, 28669 Boadilla del Monte Comunidad de Madrid",4313
91,Boadilla del Monte,40.4053485,-3.8764663,Florentino Casco Esteban y Maria Soledad Mesonero Marcos Cdad,Café,"Calle del Convento, 3, 28660 Boadilla del Monte Madrid",197
92,Boadilla del Monte,40.4053485,-3.8764663,Samovarte y Cafe,Café,"Avenida de Monteprincipe, 23, 28660 Boadilla del Monte Madrid",2954
93,Boadilla del Monte,40.4053485,-3.8764663,Bar Rafa,Café,"Calle Colada de Pozuelo, 28, 28925 Alcorcón Madrid",3695
94,Boadilla del Monte,40.4053485,-3.8764663,Round Sound,Recording Studio,"Calle Orotava, 12, 28660 Boadilla del Monte Comunidad de Madrid",319
95,Boadilla del Monte,40.4053485,-3.8764663,S.B.A. Acustic,Recording Studio,"Calle Herreros Polígono Industrial Prado del Espino, 3 Bajo, 28660 Boadilla del Monte Madrid",45
96,Boadilla del Monte,40.4053485,-3.8764663,Sonorec,Recording Studio,"Gregorio Marañón, 4, 28660 Boadilla del Monte Madrid",1588
97,Boadilla del Monte,40.4053485,-3.8764663,Hd studio on line,Recording Studio,"Herreros Polígono Industrial Prado del Espino, 3, 28660 Boadilla del Monte Madrid",2436
98,El Boalo,40.7173359,-3.9202198,Freak L.E.V.E.L,Recording Studio,"Calle Greco, 15, 28413 El Boalo Madrid",648
99,Brunete,40.4050499,-3.9979912,La Fuente,Café,"Calle del Olivar, 1-11, 28691 Villanueva de la Cañada Comunidad de Madrid",4800
100,Brunete,40.4050499,-3.9979912,Churrería Puerta del Sol,Café,"Calle Real, 29, 28691 Villanueva de la Cañada Comunidad de Madrid",4853
101,Brunete,40.4050499,-3.9979912,Producciones Concentricas,Recording Studio,"Calle del Campo, 14, 28690 Brunete Madrid",196
102,Buitrago del Lozoya,40.9953477,-3.6350501,El Espolón,Bar,"Calle Real, 60, 28730 Buitrago del Lozoya Comunidad de Madrid",367
103,Cabanillas de la Sierra,40.8216089,-3.6259742,Restaurante Genova,Café,"Calle Puerto de Despeñaperros, s/n, 28729 Venturada Madrid",4014
104,Cadalso de los Vidrios,40.3014283,-4.4408876,Burger Nete,Bar,"Calle Doctor Menéndez, 2, 28640 Cadalso de Los Vidrios Comunidad de Madrid",240
105,Cadalso de los Vidrios,40.3014283,-4.4408876,Restaurante la Barraca de Lorca,Café,"Plaza de la Constitución, 3, 28522 Rivas-Vaciamadrid Comunidad de Madrid",75929
106,Camarma de Esteruelas,40.5497252,-3.3785043,Restaurante Alcamar,Café,"Calle de Fresadores, 19-25, 28816 Camarma de Esteruelas Comunidad de Madrid",1588
107,Camarma de Esteruelas,40.5497252,-3.3785043,Cafeteria Edificio Politecnico,Café,"Calle, 18, 28805 Alcalá de Henares Comunidad de Madrid",4802
108,Carabaña,40.256626,-3.2347206,Estela,Café,"Plaza de España, 24, 28560 Carabaña Comunidad de Madrid",305
109,Casarrubuelos,40.1707803,-3.8308526,Café Bar la Bruja Motera,Café,"Calle Moratalaz, 16, 28977 Casarrubuelos Comunidad de Madrid",225
110,Casarrubuelos,40.1707803,-3.8308526,Zona Ocio ORANGE,Café,"Griñón, 6, 28991 Torrejón de la Calzada Comunidad de Madrid",4195
111,Casarrubuelos,40.1707803,-3.8308526,Cafeteria Capri,Beer Bar,"Carretera Ugena, 3, 45200 Illescas Castilla-La Mancha",4764
112,Casarrubuelos,40.1707803,-3.8308526,Ele,Café,"Calle Grama, 6, 28971 Griñón Comunidad de Madrid",4825
113,Cenicientos,40.2631894,-4.4669801,Burger Nete,Bar,"Calle Doctor Menéndez, 2, 28640 Cadalso de Los Vidrios Comunidad de Madrid",4792
114,Cenicientos,40.2631894,-4.4669801,Restaurante la Barraca de Lorca,Café,"Plaza de la Constitución, 3, 28522 Rivas-Vaciamadrid Comunidad de Madrid",78595
115,Cercedilla,40.7412931,-4.0558002,El Colonial,Café,"Carrer Manel Farres, 49, 08173 Cercedilla Barcelona",19
116,Cercedilla,40.7412931,-4.0558002,Tres Jaras,Café,"Calle Mayor, 5, 28470 Cercedilla Comunidad de Madrid",51
117,Cercedilla,40.7412931,-4.0558002,La PLAZA CASA Emilio,Café,"Po. Miguel Mdez. Boneta, 21, 28460 Los Molinos Madrid",3295
118,Chapinería,40.379164,-4.2097254,Placituela,Café,"Plaza Calvo Sotelo, 2, Navas del Rey Madrid",3522
119,Chinchón,40.1408293,-3.4231474,Bombonesartesanos,Café,"Calle Ronda del Mediodía, 9, 28370 Chinchón Comunidad de Madrid",475
120,Ciempozuelos,40.1580087,-3.6205514,Swing Café,Bar,"Calle Capitán Antonio de Oro Pulido, 31, 28350 Ciempozuelos Comunidad de Madrid",403
121,Ciempozuelos,40.1580087,-3.6205514,Querol Alimentaria,Natural Park,"Carretera Huelva, 4, 28342 Valdemoro Madrid",3725
122,Cobeña,40.5676083,-3.5048565,Cafetería Río de Janeiro,Café,"Calle Pelaya, 2, 28110 Algete Comunidad de Madrid",4065
123,Cobeña,40.5676083,-3.5048565,Bar Julio's,Bar,"Calle Real, 1, 28864 Ajalvir Comunidad de Madrid",4461
124,Cobeña,40.5676083,-3.5048565,O'Donnell,Café,"Calle Príncipe Felipe, 27, 28814 Daganzo de Arriba Comunidad de Madrid",4789
125,Cobeña,40.5676083,-3.5048565,Scramble - Sound,Recording Studio,"Calle Jose Maria Peman, 30, 28110 Algete Comunidad de Madrid",3626
126,Collado Mediano,40.6943707,-4.0247212,Pasteleria-Cafeteria Dom-Ca,Bakery,"Paseo San Sebastián, 9, 28490 Becerril de la Sierra Comunidad de Madrid",3722
127,Collado Mediano,40.6943707,-4.0247212,Cafetería el Ladrillo,Café,"Plaza de la Fragua, 7-9, 28411 Moralzarzal Comunidad de Madrid",4719
128,Collado Mediano,40.6943707,-4.0247212,Cafetería Punto y Aparte,Café,"Avenida del Marqués de Santillana, 33, 28411 Moralzarzal Comunidad de Madrid",4857
129,Collado Mediano,40.6943707,-4.0247212,Proyecto Blimal,Café,"Calle Primavera, 94, 28430 Alpedrete Madrid",4306
130,Collado Mediano,40.6943707,-4.0247212,Cafeteria Feijoó,Café,"Calle Primavera, 94, 28430 Alpedrete Madrid",4308
131,Collado Mediano,40.6943707,-4.0247212,La PLAZA CASA Emilio,Café,"Po. Miguel Mdez. Boneta, 21, 28460 Los Molinos Madrid",4665
132,Collado Mediano,40.6943707,-4.0247212,Fernando Mesa,Bus Stop,"Calle del Bronce, 13, 28450 Collado Mediano Comunidad de Madrid",988
133,Collado Villalba,40.6431496,-3.9930128,Cake Factory Café,Café,"Avenida Juan Carlos I, 46, 28400 Collado Villalba Comunidad de Madrid",1568
134,Collado Villalba,40.6431496,-3.9930128,Tea & Chocolat,Café,"Calle de la Batalla de Bailén, 1, 28400 Collado Villalba Comunidad de Madrid",1727
135,Collado Villalba,40.6431496,-3.9930128,Aroma Pastelería Tetería,Café,"Calle Real, 33, 28400 Collado Villalba Comunidad de Madrid",1915
136,Collado Villalba,40.6431496,-3.9930128,Caffè.It,Café,"Calle Rafael Alberi, 7, 28400 Collado Villalba Comunidad de Madrid",2117
137,Collado Villalba,40.6431496,-3.9930128,Capricho's,Café,"Calle Real, 2, 28400 Collado Villalba Comunidad de Madrid",2146
138,Collado Villalba,40.6431496,-3.9930128,Pasteleria-Cafeteria Candela,Bakery,"Avenida Reina Victoria, 26, 28430 Alpedrete Madrid",2673
139,Collado Villalba,40.6431496,-3.9930128,Play Coffee,Café,"Calle Azuela, 92, 28400 Collado Villalba Comunidad de Madrid",3371
140,Collado Villalba,40.6431496,-3.9930128,Cafetería Punto y Aparte,Café,"Avenida del Marqués de Santillana, 33, 28411 Moralzarzal Comunidad de Madrid",3695
